doc_id	word_id	word	pos	mention_ids	entity_ids
0910	40	OAS	NNP	45	0910:9
0910	41	.	.		
0910	0	``	``		
0910	1	Latin	NNPS	46	0910:4
0910	2	Americans	NNPS	46	0910:4
0910	3	see	VBP		
0910	4	Canada	NNP	47	0910:8
0910	5	as	IN		
0910	6	a	DT		
0910	7	non-interventionist	JJ		
0910	8	power	NN		
0910	9	that	WDT		
0910	10	respects	VBZ		
0910	11	their	PRP$	48	0910:4
0910	12	sovereignty	NN		
0910	13	,	,		
0910	14	''	''		
0910	15	he	PRP	49	0910:12
0910	16	said	VBD		
0910	17	.	.		
0910	0	The	DT	50	0910:9
0910	1	OAS	NNP	50	0910:9
0910	2	,	,	50	0910:9
0910	3	which	WDT	50	0910:9
0910	4	tries	VBZ	50	0910:9
0910	5	to	TO	50	0910:9
0910	6	promote	VB	50	0910:9
0910	7	peace	NN	50	0910:9
0910	8	and	CC	50	0910:9
0910	9	economic	JJ	50	0910:9
0910	10	development	NN	50	0910:9
0910	11	within	IN	50	0910:9
0910	12	the	DT	50	0910:9
0910	13	Americas	NNPS	50	0910:9
0910	14	,	,	50	0910:9
0910	15	is	VBZ		
0910	16	attempting	VBG		
0910	17	to	TO		
0910	18	find	VB		
0910	19	a	DT		
0910	20	settlement	NN		
0910	21	of	IN		
0910	22	the	DT		
0910	23	current	JJ		
0910	24	Panama	NNP		
0910	25	political	JJ		
0910	26	crisis	NN		
0910	27	.	.		
0910	0	Cuba	NNP	51	0910:0
0910	1	has	VBZ		
0910	2	been	VBN		
0910	3	suspended	VBN		
0910	4	from	IN		
0910	5	OAS	NNP	52	0910:9
0910	6	membership	NN		
0910	7	,	,		
0910	8	but	CC		
0910	9	the	DT	53	0910:9
0910	10	organization	NN	53	0910:9
0910	11	's	POS	53	0910:9
0910	12	members	NNS		
0910	13	are	VBP		
0910	14	discussing	VBG		
0910	15	Cuba	NNP	54	0910:0
0910	16	's	POS	54	0910:0
0910	17	reinstatement	NN		
0910	18	.	.		
0956	0	In	IN		
0956	1	a	DT		
0956	2	corner	NN		
0956	3	of	IN		
0956	4	the	DT		
0956	5	cavernous	JJ		
0956	6	,	,		
0956	7	new	JJ		
0956	8	Nippon	NNP		
0956	9	Convention	NNP		
0956	10	Center	NNP		
0956	11	sits	VBZ		
0956	12	Mazda	NNP	55 56	0956:4 0956:27
0956	13	Motor	NNP	55 56	0956:4 0956:27
0956	14	Corp.	NNP	55 56	0956:4 0956:27
0956	15	's	POS	55 56	0956:4 0956:27
0956	16	advanced	JJ	55	0956:4
0956	17	-	HYPH	55	0956:4
0956	18	technology	NN	55	0956:4
0956	19	display	NN	55	0956:4
0956	20	.	.		
0956	0	The	DT	57	0956:17
0956	1	highlight	NN	57	0956:17
0956	2	:	:	57	0956:17
0956	3	a	DT	57	0956:17
0956	4	``	``	57	0956:17
0956	5	fragrance	NN	57	0956:17
0956	6	control	NN	57	0956:17
0956	7	system	NN	57	0956:17
0956	8	.	.	57	0956:17
0956	9	''	''	57	0956:17
0956	0	With	IN		
0956	1	the	DT		
0956	2	touch	NN		
0956	3	of	IN		
0956	4	a	DT		
0956	5	button	NN		
0956	6	,	,		
0956	7	drivers	NNS		
0956	8	can	MD		
0956	9	choose	VB		
0956	10	from	IN		
0956	11	lavender	NN	58	0956:1
0956	12	,	,	58	0956:1
0956	13	jasmine	NN	58	0956:1
0956	14	,	,	58	0956:1
0956	15	mint	NN	58	0956:1
0956	16	or	CC	58	0956:1
0956	17	perfume	NN	58	0956:1
0956	18	scents	NNS	58	0956:1
0956	19	,	,		
0956	20	all	DT	59	0956:1
0956	21	blown	VBN		
0956	22	in	IN		
0956	23	through	IN		
0956	24	the	DT		
0956	25	car	NN		
0956	26	's	POS		
0956	27	air	NN		
0956	28	-	HYPH		
0956	29	conditioning	NN		
0956	30	system	NN		
0956	31	.	.		
0956	0	The	DT		
0956	1	soft	JJ		
0956	2	,	,		
0956	3	wafting	VBG		
0956	4	aromas	NNS		
0956	5	will	MD		
0956	6	``	``		
0956	7	improve	VB		
0956	8	ride	NN		
0956	9	comfort	NN		
0956	10	,	,		
0956	11	''	''		
0956	12	the	DT	60	0956:4
0956	13	display	NN	60	0956:4
0956	14	attests	VBZ		
0956	15	,	,		
0956	16	and	CC		
0956	17	a	DT		
0956	18	proud	JJ		
0956	19	employee	NN		
0956	20	says	VBZ		
0956	21	Mazda	NNP	61	0956:27
0956	22	hopes	VBZ		
0956	23	to	TO		
0956	24	move	VB		
0956	25	the	DT	62	0956:17
0956	26	system	NN	62	0956:17
0956	27	out	IN		
0956	28	of	IN		
0956	29	the	DT		
0956	30	lab	NN		
0956	31	and	CC		
0956	32	into	IN		
0956	33	its	PRP$	63	0956:27
0956	34	cars	NNS		
0956	35	in	IN		
0956	36	a	DT		
0956	37	year	NN		
0956	38	or	CC		
0956	39	two	CD		
0956	40	.	.		
0956	0	Welcome	VB		
0956	1	to	IN		
0956	2	the	DT	64	0956:26
0956	3	28th	JJ	64	0956:26
0956	4	Tokyo	NNP	64	0956:26
0956	5	Motor	NNP	64	0956:26
0956	6	Show	NNP	64	0956:26
0956	7	.	.		
0956	0	Here	RB		
0956	1	you	PRP		
0956	2	can	MD		
0956	3	find	VB		
0956	4	Mitsubishi	NNP	65	0956:10
0956	5	Motors	NNPS	65	0956:10
0956	6	Corp.	NNP	65	0956:10
0956	7	displaying	VBG	65	0956:10
0956	8	a	DT	65	0956:10
0956	9	``	``	65	0956:10
0956	10	live	JJ	65	0956:10
0956	11	fish	NN	65	0956:10
0956	12	transporter	NN	65	0956:10
0956	13	,	,	65	0956:10
0956	14	''	''	65	0956:10
0956	15	a	DT	65	0956:10
0956	16	truck	NN	65	0956:10
0956	17	akin	JJ	65	0956:10
0956	18	to	IN	65	0956:10
0956	19	an	DT	65	0956:10
0956	20	aquarium	NN	65	0956:10
0956	21	on	IN	65	0956:10
0956	22	wheels	NNS	65	0956:10
0956	23	,	,	65	0956:10
0956	24	and	CC		
0956	25	Nissan	NNP	66	0956:22
0956	26	Motor	NNP	66	0956:22
0956	27	Co.	NNP	66	0956:22
0956	28	with	IN	66	0956:22
0956	29	its	PRP$	66	0956:22
0956	30	``	``	66	0956:22
0956	31	keyless	JJ	66	0956:22
0956	32	''	''	66	0956:22
0956	33	Boga	NNP	66	0956:22
0956	34	,	,	66	0956:22
0956	35	whose	WP$	66	0956:22
0956	36	doors	NNS	66	0956:22
0956	37	unlock	VBP	66	0956:22
0956	38	upon	IN	66	0956:22
0956	39	recognizing	VBG	66	0956:22
0956	40	the	DT	66	0956:22
0956	41	owner	NN	66	0956:22
0956	42	's	POS	66	0956:22
0956	43	fingerprints	NNS	66	0956:22
0956	44	.	.		
0956	0	Suzuki	NNP		
0956	1	Motor	NNP		
0956	2	Co.	NNP		
0956	3	's	POS		
0956	4	Escudome	NNP		
0956	5	sport	NN		
0956	6	vehicle	NN		
0956	7	features	VBZ		
0956	8	a	DT		
0956	9	pop	VB		
0956	10	-	HYPH		
0956	11	out	RP		
0956	12	rear	JJ		
0956	13	tent	NN		
0956	14	and	CC		
0956	15	invites	VBZ		
0956	16	drivers	NNS		
0956	17	to	TO		
0956	18	go	VB		
0956	19	``	``		
0956	20	back	RB		
0956	21	to	IN		
0956	22	the	DT		
0956	23	nature	NN		
0956	24	.	.		
0956	25	''	''		
0956	0	But	CC		
0956	1	this	DT	67	0956:26
0956	2	biennial	JJ	67	0956:26
0956	3	event	NN	67	0956:26
0956	4	,	,	67	0956:26
0956	5	the	DT	67	0956:26
0956	6	world	NN	67	0956:26
0956	7	's	POS	67	0956:26
0956	8	largest	JJS	67	0956:26
0956	9	display	NN	67	0956:26
0956	10	of	IN	67	0956:26
0956	11	cars	NNS	67	0956:26
0956	12	and	CC	67	0956:26
0956	13	trucks	NNS	67	0956:26
0956	14	,	,	67	0956:26
0956	15	has	VBZ		
0956	16	its	PRP$	68	0956:26
0956	17	serious	JJ		
0956	18	side	NN		
0956	19	,	,		
0956	20	including	VBG		
0956	21	the	DT		
0956	22	first	JJ		
0956	23	major	JJ		
0956	24	exhibitions	NNS		
0956	25	of	IN		
0956	26	future	JJ		
0956	27	engines	NNS		
0956	28	and	CC		
0956	29	vehicle	NN		
0956	30	-	HYPH		
0956	31	suspension	NN		
0956	32	systems	NNS		
0956	33	.	.		
0956	0	It	PRP	69	0956:26
0956	1	's	VBZ		
0956	2	also	RB		
0956	3	the	DT		
0956	4	prime	JJ		
0956	5	showcase	NN		
0956	6	for	IN		
0956	7	a	DT	70	0956:14
0956	8	country	NN	70	0956:14
0956	9	whose	WP$	70	0956:14
0956	10	world	NN	70	0956:14
0956	11	dominance	NN	70	0956:14
0956	12	in	IN	70	0956:14
0956	13	the	DT	70	0956:14
0956	14	industry	NN	70	0956:14
0956	15	is	VBZ	70	0956:14
0956	16	increasingly	RB	70	0956:14
0956	17	acknowledged	VBN	70	0956:14
0956	18	,	,		
0956	19	and	CC		
0956	20	therein	RB		
0956	21	lies	VBZ		
0956	22	the	DT		
0956	23	draw	NN		
0956	24	.	.		
0956	0	Even	RB		
0956	1	the	DT		
0956	2	biggest	JJS		
0956	3	auto	NN		
0956	4	shows	NNS		
0956	5	in	IN		
0956	6	the	DT	71	0956:30
0956	7	U.S.	NNP	71	0956:30
0956	8	are	VBP		
0956	9	largely	RB		
0956	10	regional	JJ		
0956	11	affairs	NNS		
0956	12	,	,		
0956	13	but	CC		
0956	14	the	DT	72	0956:26
0956	15	Tokyo	NNP	72 73	0956:26 0956:18
0956	16	show	NN	72	0956:26
0956	17	is	VBZ		
0956	18	international	JJ		
0956	19	.	.		
0956	0	Virtually	RB		
0956	1	every	DT		
0956	2	automotive	JJ		
0956	3	analyst	NN		
0956	4	in	IN		
0956	5	New	NNP		
0956	6	York	NNP		
0956	7	showed	VBD		
0956	8	up	IN		
0956	9	.	.		
0956	0	Detroit	NNP	74	0956:3
0956	1	-	HYPH		
0956	2	to	IN		
0956	3	-	HYPH		
0956	4	Tokyo	NNP	75	0956:18
0956	5	flights	NNS		
0956	6	were	VBD		
0956	7	booked	VBN		
0956	8	solid	RB		
0956	9	this	DT		
0956	10	week	NN		
0956	11	as	IN		
0956	12	Motor	NNP	76	0956:3
0956	13	City	NNP	76	0956:3
0956	14	executives	NNS		
0956	15	,	,		
0956	16	including	VBG		
0956	17	Ford	NNP	77	0956:7
0956	18	Motor	NNP	77	0956:7
0956	19	Co.	NNP	77	0956:7
0956	20	Chairman	NNP		
0956	21	Donald	NNP		
0956	22	E.	NNP		
0956	23	Petersen	NNP		
0956	24	and	CC		
0956	25	Chrysler	NNP	78	0956:16
0956	26	Corp.	NNP	78	0956:16
0956	27	Vice	NNP		
0956	28	Chairman	NNP		
0956	29	Gerald	NNP		
0956	30	Greenwald	NNP		
0956	31	,	,		
0956	32	flocked	VBD		
0956	33	to	TO		
0956	34	see	VB		
0956	35	the	DT		
0956	36	future	NN		
0956	37	.	.		
0956	0	Even	RB	79	0956:28
0956	1	the	DT	79	0956:28
0956	2	Soviet	NNP	79	0956:28
0956	3	Union	NNP	79	0956:28
0956	4	came	VBD		
0956	5	,	,		
0956	6	for	IN		
0956	7	the	DT		
0956	8	first	JJ		
0956	9	time	NN		
0956	10	in	IN		
0956	11	24	CD		
0956	12	years	NNS		
0956	13	,	,		
0956	14	to	TO		
0956	15	show	VB		
0956	16	off	RP		
0956	17	its	PRP$	80	0956:28
0956	18	Lada	NNP		
0956	19	Niva	NNP		
0956	20	sedan	NN		
0956	21	and	CC		
0956	22	its	PRP$	81	0956:28
0956	23	futuristic	JJ		
0956	24	dark	RB		
0956	25	-	HYPH		
0956	26	blue	JJ		
0956	27	``	``		
0956	28	Kompakt	NNP		
0956	29	''	''		
0956	30	model	NN		
0956	31	.	.		
0956	0	Here	RB		
0956	1	's	VBZ		
0956	2	a	DT		
0956	3	firsthand	JJ		
0956	4	look	NN		
0956	5	at	IN		
0956	6	what	WP		
0956	7	the	DT		
0956	8	Japanese	JJ		
0956	9	hosts	NNS		
0956	10	sported	VBD		
0956	11	,	,		
0956	12	and	CC		
0956	13	what	WP		
0956	14	the	DT		
0956	15	foreign	JJ		
0956	16	visitors	NNS		
0956	17	saw	VBD		
0956	18	.	.		
0956	0	New	NNP		
0956	1	Technology	NNP		
0956	0	The	DT		
0956	1	hottest	JJS		
0956	2	displays	NNS		
0956	3	were	VBD		
0956	4	items	NNS	82	0956:9
0956	5	that	WDT	82	0956:9
0956	6	insulate	VBP	82	0956:9
0956	7	passengers	NNS	82	0956:9
0956	8	from	IN	82	0956:9
0956	9	bumps	NNS	82	0956:9
0956	10	,	,	82	0956:9
0956	11	potholes	NNS	82	0956:9
0956	12	and	CC	82	0956:9
0956	13	other	JJ	82	0956:9
0956	14	rigors	NNS	82	0956:9
0956	15	of	IN	82	0956:9
0956	16	the	DT	82	0956:9
0956	17	road	NN	82	0956:9
0956	18	.	.		
0956	0	These	DT	83	0956:9
0956	1	``	``	83	0956:9
0956	2	active	JJ	83	0956:9
0956	3	suspension	NN	83	0956:9
0956	4	systems	NNS	83	0956:9
0956	5	''	''	83	0956:9
0956	6	electronically	RB		
0956	7	sense	VBP		
0956	8	road	NN		
0956	9	conditions	NNS		
0956	10	and	CC		
0956	11	adjust	VBP		
0956	12	a	DT		
0956	13	car	NN		
0956	14	's	POS		
0956	15	ride	NN		
0956	16	.	.		
0956	0	Existing	VBG		
0956	1	suspension	NN		
0956	2	systems	NNS		
0956	3	try	VBP		
0956	4	to	TO		
0956	5	absorb	VB		
0956	6	bounces	NNS	84	0956:21
0956	7	,	,		
0956	8	but	CC		
0956	9	active	JJ		
0956	10	suspension	NN		
0956	11	provides	VBZ		
0956	12	power	NN		
0956	13	to	TO		
0956	14	counter	VB		
0956	15	the	DT	85	0956:21
0956	16	jolts	NNS	85	0956:21
0956	17	.	.		
0956	0	Nissan	NNP	86	0956:22
0956	1	,	,		
0956	2	in	IN		
0956	3	a	DT		
0956	4	34	CD		
0956	5	-	HYPH		
0956	6	page	NN		
0956	7	tract	NN		
0956	8	,	,		
0956	9	modestly	RB		
0956	10	compares	VBZ		
0956	11	its	PRP$	87	0956:22
0956	12	``	``		
0956	13	hydraulic	JJ		
0956	14	active	JJ		
0956	15	suspension	NN		
0956	16	''	''		
0956	17	to	IN		
0956	18	a	DT	88	0956:12
0956	19	cheetah	NN	88	0956:12
0956	20	,	,		
0956	21	and	CC		
0956	22	equates	VBZ		
0956	23	the	DT		
0956	24	various	JJ		
0956	25	parts	NNS		
0956	26	to	IN		
0956	27	the	DT	89	0956:12
0956	28	animal	NN	89	0956:12
0956	29	's	POS	89	0956:12
0956	30	heart	NN		
0956	31	,	,		
0956	32	brain	NN		
0956	33	,	,		
0956	34	nerves	NNS		
0956	35	and	CC		
0956	36	blood	NN		
0956	37	vessels	NNS		
0956	38	.	.		
0956	0	Toyota	NNP	90	0956:13
0956	1	Motor	NNP	90	0956:13
0956	2	Corp.	NNP	90	0956:13
0956	3	grandly	RB		
0956	4	touted	VBD		
0956	5	its	PRP$	91	0956:13
0956	6	system	NN		
0956	7	in	IN		
0956	8	a	DT		
0956	9	car	NN		
0956	10	that	WDT		
0956	11	splits	VBZ		
0956	12	in	IN		
0956	13	half	DT		
0956	14	to	TO		
0956	15	reveal	VB		
0956	16	the	DT		
0956	17	suspension	NN		
0956	18	's	POS		
0956	19	inner	JJ		
0956	20	workings	NNS		
0956	21	.	.		
0956	0	Nissan	NNP	92	0956:22
0956	1	says	VBZ		
0956	2	it	PRP	93	0956:22
0956	3	will	MD		
0956	4	introduce	VB		
0956	5	its	PRP$	94	0956:22
0956	6	first	JJ		
0956	7	system	NN		
0956	8	next	JJ		
0956	9	month	NN		
0956	10	on	IN		
0956	11	the	DT		
0956	12	Infiniti	NNP		
0956	13	Q45	NNP		
0956	14	luxury	NN		
0956	15	sedan	NN		
